"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","maritalstatus","gender","yearlyincome","totalchildren","englishoccupation","datefirstpurchase"
23870,548,"AW00023870","Elijah","M","Henderson","M","M","70000.00",3,"Professional","2022-12-21"
23871,552,"AW00023871","Bailey","G","Richardson","S","F","70000.00",3,"Professional","2022-12-10"
23872,553,"AW00023872","Matthew",NULL,"Garcia","M","M","70000.00",4,"Professional","2022-12-19"
23873,372,"AW00023873","Nicole","A","Miller","M","F","80000.00",2,"Professional","2022-12-07"
23874,536,"AW00023874","Abigail","J","Cook","S","F","50000.00",2,"Skilled Manual","2022-10-30"
23875,642,"AW00023875","Sean",NULL,"Green","M","M","60000.00",3,"Skilled Manual","2022-11-24"
23876,361,"AW00023876","David","M","Henderson","M","M","80000.00",3,"Skilled Manual","2022-10-03"
23877,359,"AW00023877","Katherine","T","Morris","M","F","60000.00",0,"Professional","2022-11-29"
23878,360,"AW00023878","Chloe","L","Wood","S","F","60000.00",0,"Professional","2022-12-07"
23879,60,"AW00023879","Amber","L","Gonzalez","M","F","60000.00",0,"Professional","2022-03-29"
23880,337,"AW00023880","Noah","L","Patterson","S","M","60000.00",0,"Professional","2022-12-04"
23881,338,"AW00023881","Joshua","M","Martinez","M","M","80000.00",3,"Professional","2022-12-01"
23882,343,"AW00023882","Alexia","F","Butler","S","F","80000.00",3,"Professional","2022-12-11"
23883,348,"AW00023883","Jackson","L","Russell","M","M","80000.00",3,"Professional","2022-12-24"
23884,368,"AW00023884","Ethan",NULL,"Ross","M","M","80000.00",3,"Professional","2022-12-28"
23885,372,"AW00023885","Angela","A","Morris","M","F","80000.00",3,"Professional","2022-12-22"
23886,383,"AW00023886","Sean",NULL,"Stewart","M","M","80000.00",3,"Professional","2022-12-04"
23887,609,"AW00023887","Mason","A","Carter","S","M","40000.00",0,"Professional","2022-12-03"
23888,385,"AW00023888","Edward","R","Clark","M","M","50000.00",3,"Skilled Manual","2022-03-06"
23889,644,"AW00023889","Sean","M","Carter","S","M","50000.00",3,"Skilled Manual","2022-12-22"
23890,311,"AW00023890","Haley",NULL,"Cox","M","F","50000.00",3,"Skilled Manual","2022-08-25"
23891,545,"AW00023891","Jack",NULL,"Jenkins","M","M","50000.00",3,"Skilled Manual","2022-06-06"
23892,52,"AW00023892","Olivia",NULL,"Bailey","M","F","50000.00",3,"Skilled Manual","2022-06-05"
23893,53,"AW00023893","Zachary","J","Clark","M","M","50000.00",3,"Skilled Manual","2022-06-17"
23894,618,"AW00023894","Bryan",NULL,"Ramirez","M","M","50000.00",3,"Skilled Manual","2022-03-17"
23895,539,"AW00023895","Nicole",NULL,"Powell","S","F","60000.00",0,"Professional","2022-12-07"
23896,631,"AW00023896","Megan",NULL,"Peterson","S","F","40000.00",0,"Professional","2022-12-15"
23897,142,"AW00023897","Katrina",NULL,"Chapman","S","F","10000.00",3,"Manual","2022-03-14"
23898,156,"AW00023898","Shawna","E","Rai","S","F","10000.00",4,"Manual","2022-07-14"
23899,186,"AW00023899","Lindsey","W","Nath","S","F","10000.00",4,"Manual","2022-10-27"
23900,118,"AW00023900","Rafael","A","Yang","S","M","20000.00",1,"Manual","2022-08-22"
23901,219,"AW00023901","Max","S","Gutierrez","M","M","30000.00",1,"Clerical","2022-10-01"
23902,163,"AW00023902","Julie",NULL,"Kumar","M","F","30000.00",1,"Clerical","2022-08-15"
23903,121,"AW00023903","Harold","D","Subram","M","M","30000.00",1,"Clerical","2022-08-06"
23904,238,"AW00023904","Haley","F","Washington","S","F","30000.00",1,"Clerical","2022-04-19"
23905,117,"AW00023905","Jose",NULL,"Zhang","S","M","30000.00",1,"Clerical","2022-08-20"
23906,159,"AW00023906","Alan","J","Ma","S","M","40000.00",0,"Clerical","2022-04-10"
23907,247,"AW00023907","Hector",NULL,"Navarro","S","M","40000.00",0,"Clerical","2022-05-05"
23908,215,"AW00023908","Max","J","Sanz","S","M","30000.00",1,"Clerical","2022-11-27"
23909,196,"AW00023909","Todd","C","Lin","M","M","30000.00",1,"Skilled Manual","2022-11-12"
23910,121,"AW00023910","Gabriel","A","Perry","S","M","10000.00",4,"Manual","2022-04-07"
23911,187,"AW00023911","Priscilla","E","Sharma","S","F","20000.00",2,"Manual","2022-09-08"
23912,133,"AW00023912","Arthur",NULL,"Sanchez","S","M","20000.00",2,"Manual","2022-11-02"
23913,207,"AW00023913","Riley","J","Cooper","S","F","20000.00",2,"Manual","2022-12-30"
23914,154,"AW00023914","Tonya","L","Sharma","M","F","20000.00",2,"Manual","2022-09-05"
23915,123,"AW00023915","Lawrence","W","Serrano","M","M","20000.00",2,"Manual","2022-11-30"
23916,145,"AW00023916","Ruben","L","Serrano","M","M","10000.00",4,"Manual","2022-08-30"
23917,147,"AW00023917","Carrie",NULL,"Carlson","M","F","20000.00",3,"Manual","2022-08-08"
23918,190,"AW00023918","Kendra",NULL,"Navarro","S","F","20000.00",3,"Manual","2022-03-19"
23919,189,"AW00023919","Jordan",NULL,"Parker","M","F","10000.00",4,"Manual","2022-07-01"
23920,200,"AW00023920","Arthur",NULL,"Ruiz","S","M","40000.00",0,"Professional","2022-04-19"
23921,117,"AW00023921","Charles",NULL,"Lee","S","M","40000.00",0,"Professional","2022-04-11"
23922,171,"AW00023922","Cody",NULL,"Richardson","M","M","40000.00",0,"Professional","2022-04-29"
23923,236,"AW00023923","Alejandro","B","Sun","S","M","40000.00",0,"Professional","2022-06-16"
23924,237,"AW00023924","Amber","L","Wright","S","F","40000.00",0,"Professional","2022-06-04"
23925,150,"AW00023925","Marie",NULL,"Torres","M","F","40000.00",1,"Skilled Manual","2022-05-02"
23926,178,"AW00023926","Lydia",NULL,"Weber","M","F","40000.00",1,"Skilled Manual","2022-06-29"
23927,220,"AW00023927","Seth",NULL,"Collins","S","M","30000.00",2,"Clerical","2022-08-17"
23928,183,"AW00023928","Jaclyn",NULL,"Ye","M","F","30000.00",2,"Clerical","2022-04-07"
23929,222,"AW00023929","Kristin","J","Xie","M","F","30000.00",2,"Clerical","2022-09-18"
23930,239,"AW00023930","Meagan","W","Arun","M","F","40000.00",1,"Skilled Manual","2022-06-11"
23931,186,"AW00023931","Reginald","N","Ruiz","M","M","30000.00",2,"Clerical","2023-01-22"
23932,213,"AW00023932","Carrie",NULL,"Jiménez","M","F","30000.00",3,"Clerical","2022-11-27"
23933,127,"AW00023933","Sabrina","A","Carlson","S","F","30000.00",3,"Clerical","2022-08-09"
23934,180,"AW00023934","Bonnie","D","Andersen","S","F","20000.00",0,"Manual","2023-01-25"
23935,262,"AW00023935","Alexis","J","Barnes","S","F","10000.00",0,"Manual","2022-07-09"
23936,220,"AW00023936","Monique","A","Vazquez","M","F","20000.00",4,"Manual","2022-06-01"
23937,143,"AW00023937","Eddie","C","Ruiz","M","M","20000.00",5,"Manual","2022-02-19"
23938,231,"AW00023938","Harold","A","Madan","M","M","40000.00",1,"Skilled Manual","2022-06-11"
23939,180,"AW00023939","Jodi","N","Nara","M","F","40000.00",1,"Skilled Manual","2022-04-06"
23940,240,"AW00023940","Dominic","A","Perez","M","M","40000.00",1,"Skilled Manual","2022-06-21"
23941,127,"AW00023941","Eduardo",NULL,"Anderson","M","M","30000.00",3,"Clerical","2022-01-28"
23942,121,"AW00023942","Rafael","J","Goel","M","M","30000.00",4,"Clerical","2022-06-11"
23943,246,"AW00023943","Cindy","L","Subram","M","F","30000.00",4,"Clerical","2022-11-28"
23944,269,"AW00023944","Jenny","S","Wu","S","F","30000.00",4,"Clerical","2022-04-02"
23945,278,"AW00023945","Nicolas",NULL,"Black","M","M","30000.00",5,"Clerical","2022-10-09"
23946,171,"AW00023946","Kelli",NULL,"Luo","S","F","30000.00",0,"Clerical","2022-10-20"
23947,160,"AW00023947","Autumn",NULL,"Liang","M","F","30000.00",0,"Clerical","2022-11-26"
23948,234,"AW00023948","Katelyn",NULL,"Rivera","S","F","20000.00",0,"Manual","2022-11-15"
23949,216,"AW00023949","Kelvin","R","Deng","S","M","20000.00",0,"Manual","2022-04-23"
23950,225,"AW00023950","Roger","L","Zhou","M","M","10000.00",0,"Manual","2022-09-20"
23951,211,"AW00023951","Lindsay","T","Becker","S","F","10000.00",0,"Manual","2022-10-23"
23952,174,"AW00023952","Nelson","T","Dominguez","S","M","20000.00",0,"Manual","2022-08-31"
23953,152,"AW00023953","Shane","S","Mehta","S","M","20000.00",0,"Manual","2022-05-03"
23954,250,"AW00023954","Jonathon","F","Serrano","S","M","30000.00",0,"Clerical","2022-04-08"
23955,190,"AW00023955","Lucas","C","Cook","S","M","20000.00",0,"Manual","2022-12-18"
23956,121,"AW00023956","Morgan",NULL,"Coleman","M","F","20000.00",0,"Manual","2022-07-11"
23957,158,"AW00023957","Louis",NULL,"Zheng","M","M","10000.00",0,"Manual","2022-10-27"
23958,213,"AW00023958","Amy",NULL,"Lin","S","F","30000.00",0,"Clerical","2022-11-19"
23959,155,"AW00023959","Amber",NULL,"Parker","S","F","30000.00",0,"Clerical","2022-02-24"
23960,131,"AW00023960","Eugene",NULL,"Zheng","S","M","30000.00",0,"Clerical","2022-08-15"
23961,175,"AW00023961","Karen",NULL,"Huang","S","F","30000.00",0,"Clerical","2022-08-27"
23962,212,"AW00023962","Sandra",NULL,"Yang","M","F","10000.00",0,"Manual","2022-01-28"
23963,220,"AW00023963","Gerald","E","Jimenez","M","M","10000.00",0,"Manual","2022-08-20"
23964,208,"AW00023964","Arturo",NULL,"Nara","S","M","10000.00",1,"Manual","2022-02-25"
23965,167,"AW00023965","Dustin",NULL,"Shan","S","M","10000.00",1,"Manual","2022-04-30"
23966,242,"AW00023966","Grant","R","Sharma","M","M","20000.00",1,"Manual","2022-03-30"
23967,261,"AW00023967","Veronica","D","Suri","S","F","20000.00",1,"Clerical","2022-07-07"
23968,262,"AW00023968","Caleb","F","Baker","M","M","10000.00",1,"Manual","2022-09-20"
23969,220,"AW00023969","Cole",NULL,"Sanders","S","M","10000.00",1,"Manual","2022-07-14"
23970,199,"AW00023970","Rebekah",NULL,"Fernandez","S","F","20000.00",1,"Clerical","2022-10-28"
23971,229,"AW00023971","Lindsey","W","Jai","S","F","20000.00",1,"Clerical","2022-12-07"
23972,182,"AW00023972","Clarence","J","Liang","S","M","20000.00",1,"Clerical","2022-10-25"
23973,196,"AW00023973","Zachary","A","Long","S","M","10000.00",1,"Clerical","2022-11-25"
23974,183,"AW00023974","Susan","L","Huang","S","F","10000.00",1,"Manual","2022-12-22"
23975,128,"AW00023975","Frank",NULL,"Blanco","S","M","10000.00",1,"Manual","2022-11-22"
23976,246,"AW00023976","Rachael","J","Arun","S","F","20000.00",1,"Manual","2022-03-30"
23977,184,"AW00023977","Gail",NULL,"Butler","S","F","20000.00",1,"Manual","2022-08-02"
23978,268,"AW00023978","Philip",NULL,"Ortega","M","M","10000.00",1,"Manual","2023-01-05"
23979,157,"AW00023979","Damien","A","Chen","S","M","10000.00",2,"Manual","2022-06-15"
23980,190,"AW00023980","Sergio","C","Garcia","S","M","20000.00",1,"Clerical","2022-09-24"
23981,206,"AW00023981","Cesar",NULL,"Martinez","M","M","10000.00",2,"Manual","2022-02-24"
23982,155,"AW00023982","Adam","H","Diaz","S","M","10000.00",2,"Manual","2022-08-06"
23983,236,"AW00023983","Taylor",NULL,"Reed","S","F","10000.00",2,"Manual","2022-05-19"
23984,257,"AW00023984","Kelsey","M","Kennedy","S","F","10000.00",2,"Manual","2022-05-04"
23985,241,"AW00023985","Janet","J","Torres","M","F","20000.00",1,"Clerical","2022-08-26"
23986,251,"AW00023986","Tanya","L","Torres","M","F","20000.00",1,"Clerical","2022-05-16"
23987,236,"AW00023987","Dawn",NULL,"Sharma","M","F","30000.00",1,"Clerical","2022-05-24"
23988,275,"AW00023988","Cesar","W","Sánchez","M","M","30000.00",1,"Clerical","2022-06-05"
23989,240,"AW00023989","Damien","E","Beck","S","M","30000.00",1,"Clerical","2022-02-11"
23990,215,"AW00023990","Claudia","M","Huang","S","F","10000.00",3,"Manual","2022-11-08"
23991,211,"AW00023991","Todd",NULL,"Zhao","M","M","10000.00",3,"Manual","2022-10-29"
23992,32,"AW00023992","Bonnie","L","Chande","S","F","10000.00",0,"Manual","2021-09-24"
23993,13,"AW00023993","Rachael","M","Fernandez","S","F","10000.00",0,"Manual","2021-09-17"
23994,36,"AW00023994","Raymond",NULL,"Subram","M","M","10000.00",0,"Manual","2021-09-25"
23995,36,"AW00023995","Bradley",NULL,"Carson","S","M","20000.00",0,"Clerical","2021-09-08"
23996,31,"AW00023996","Richard","I","Lee","S","M","10000.00",0,"Manual","2021-09-09"
23997,29,"AW00023997","Kristopher","A","Srini","M","M","10000.00",0,"Manual","2022-04-17"
23998,29,"AW00023998","Arturo",NULL,"Raji","M","M","10000.00",0,"Manual","2021-09-04"
23999,37,"AW00023999","Gilbert",NULL,"Li","M","M","10000.00",0,"Manual","2021-09-27"
24000,15,"AW00024000","Randy","E","Yang","S","M","10000.00",0,"Manual","2021-09-11"
24001,40,"AW00024001","Arthur",NULL,"Raman","S","M","10000.00",0,"Manual","2021-09-01"
24002,25,"AW00024002","Thomas",NULL,"Harris","M","M","10000.00",0,"Manual","2021-09-24"
24003,15,"AW00024003","Warren","A","Kumar","S","M","10000.00",0,"Manual","2021-08-29"
24004,11,"AW00024004","César","C","Raman","M","M","10000.00",0,"Manual","2021-09-25"
24005,38,"AW00024005","Julio",NULL,"Jimenez","S","M","20000.00",0,"Clerical","2021-09-01"
24006,14,"AW00024006","Peter","A","Deng","S","M","20000.00",0,"Clerical","2021-09-07"
24007,19,"AW00024007","Randy",NULL,"Huang","S","M","20000.00",0,"Clerical","2021-09-15"
24008,17,"AW00024008","Monique",NULL,"Munoz","M","F","20000.00",0,"Clerical","2021-09-12"
24009,8,"AW00024009","Alison","J","Anand","S","F","20000.00",0,"Manual","2021-08-30"
24010,187,"AW00024010","Walter","N","Alvarez","S","M","20000.00",1,"Manual","2022-11-18"
24011,262,"AW00024011","Morgan","Q","Thompson","S","F","30000.00",3,"Clerical","2022-06-17"
24012,220,"AW00024012","James","F","Lewis","S","M","10000.00",1,"Manual","2022-10-14"
24013,194,"AW00024013","Jay","L","Ruiz","M","M","10000.00",1,"Manual","2022-05-13"
24014,173,"AW00024014","Geoffrey",NULL,"Kovár","M","M","20000.00",1,"Manual","2022-10-12"
24015,237,"AW00024015","Jenna",NULL,"Hall","S","F","20000.00",1,"Manual","2022-06-13"
24016,211,"AW00024016","Karla","A","Sharma","S","F","10000.00",1,"Manual","2022-07-21"
24017,127,"AW00024017","Rebekah",NULL,"Lopez","S","F","20000.00",2,"Manual","2022-09-08"
24018,147,"AW00024018","Barbara",NULL,"Gao","S","F","20000.00",2,"Manual","2022-09-13"
24019,235,"AW00024019","Barbara",NULL,"Raji","M","F","20000.00",2,"Manual","2022-06-15"
24020,236,"AW00024020","Francisco","M","Raman","S","M","20000.00",2,"Manual","2022-08-18"
24021,222,"AW00024021","Clinton","F","Munoz","S","M","20000.00",2,"Manual","2022-10-16"
24022,199,"AW00024022","Dale","R","Beck","M","M","20000.00",2,"Manual","2022-11-15"
24023,203,"AW00024023","Bonnie","P","Nara","S","F","20000.00",2,"Manual","2022-10-29"
24024,115,"AW00024024","Marie",NULL,"Malhotra","M","F","30000.00",1,"Clerical","2022-09-27"
24025,132,"AW00024025","Eugene",NULL,"Zeng","M","M","30000.00",3,"Clerical","2022-08-29"
24026,259,"AW00024026","Jill",NULL,"Serrano","M","F","30000.00",3,"Clerical","2022-06-10"
24027,159,"AW00024027","Omar","L","Tang","M","M","30000.00",3,"Clerical","2022-09-09"
24028,209,"AW00024028","Adam",NULL,"Hayes","S","M","20000.00",0,"Manual","2022-12-23"
24029,209,"AW00024029","Haley",NULL,"Howard","S","F","20000.00",0,"Manual","2022-12-01"
24030,271,"AW00024030","Deb","R","Wagner","S","F","20000.00",0,"Manual","2022-06-26"
24031,266,"AW00024031","Tammy",NULL,"Suri","M","F","20000.00",0,"Manual","2022-06-02"
24032,198,"AW00024032","Micah","A","Ma","M","M","10000.00",2,"Manual","2022-12-22"
24033,160,"AW00024033","Katherine",NULL,"Reed","S","F","30000.00",0,"Clerical","2022-09-23"
24034,257,"AW00024034","Pedro",NULL,"Ruiz","M","M","30000.00",0,"Clerical","2022-06-17"
24035,249,"AW00024035","Jaclyn",NULL,"Wu","S","F","10000.00",3,"Clerical","2022-04-06"
24036,174,"AW00024036","Jay",NULL,"Vazquez","S","M","20000.00",0,"Manual","2022-09-20"
24037,209,"AW00024037","Ramon",NULL,"Guo","S","M","20000.00",0,"Manual","2022-12-27"
24038,184,"AW00024038","Evan",NULL,"Turner","S","M","30000.00",0,"Clerical","2022-12-12"
24039,225,"AW00024039","Cassie",NULL,"Xu","M","F","40000.00",0,"Clerical","2022-06-05"
24040,147,"AW00024040","Jennifer","A","Bell","S","F","60000.00",0,"Skilled Manual","2022-07-07"
24041,162,"AW00024041","Chad","L","Tang","M","M","10000.00",4,"Manual","2022-10-30"
24042,160,"AW00024042","Zachary",NULL,"White","M","M","10000.00",2,"Manual","2023-01-05"
24043,196,"AW00024043","Charles","D","Kelly","M","M","10000.00",2,"Manual","2022-12-03"
24044,252,"AW00024044","Arturo","W","Kumar","S","M","10000.00",3,"Manual","2022-07-21"
24045,267,"AW00024045","Shannon","W","Martin","M","M","10000.00",3,"Manual","2022-10-05"
24046,147,"AW00024046","Cristina",NULL,"Chander","S","F","10000.00",3,"Manual","2022-09-24"
24047,241,"AW00024047","Clarence","D","Yuan","S","M","20000.00",1,"Manual","2022-07-05"
24048,235,"AW00024048","Gregory",NULL,"Tang","M","M","20000.00",1,"Manual","2022-07-20"
24049,171,"AW00024049","Byron",NULL,"Gomez","S","M","20000.00",1,"Manual","2022-09-03"
24050,271,"AW00024050","Clarence",NULL,"Nath","S","M","20000.00",1,"Manual","2022-07-21"
24051,269,"AW00024051","Colleen",NULL,"Nath","M","F","30000.00",1,"Clerical","2022-07-11"
24052,134,"AW00024052","Priscilla",NULL,"Goel","S","F","30000.00",1,"Clerical","2022-09-14"
24053,171,"AW00024053","Jose","C","Allen","M","M","40000.00",0,"Clerical","2022-07-27"
24054,247,"AW00024054","Gerald","L","Hernandez","S","M","10000.00",3,"Manual","2022-07-23"
24055,230,"AW00024055","Louis",NULL,"Goel","S","M","10000.00",3,"Manual","2022-07-21"
24056,219,"AW00024056","Tamara","M","Lin","S","F","20000.00",1,"Manual","2022-12-01"
24057,183,"AW00024057","Ricky",NULL,"Alvarez","M","M","20000.00",1,"Manual","2022-12-07"
24058,279,"AW00024058","Alvin",NULL,"Lal","S","M","30000.00",1,"Clerical","2022-08-23"
24059,171,"AW00024059","Tabitha",NULL,"Navarro","S","F","30000.00",1,"Clerical","2022-09-03"
24060,131,"AW00024060","Bonnie","A","Deng","S","F","30000.00",1,"Clerical","2022-09-18"
24061,201,"AW00024061","Kelvin",NULL,"Luo","M","M","10000.00",4,"Manual","2022-01-05"
24062,225,"AW00024062","Crystal","L","Cai","M","F","10000.00",5,"Manual","2022-08-05"
24063,203,"AW00024063","Micheal",NULL,"Suarez","S","M","20000.00",1,"Manual","2022-01-29"
24064,246,"AW00024064","Stanley","R","Fernandez","M","M","20000.00",1,"Manual","2022-02-18"
24065,258,"AW00024065","Lori",NULL,"Gutierrez","S","F","20000.00",2,"Manual","2022-08-21"
24066,155,"AW00024066","Brittney","C","West","M","F","40000.00",0,"Clerical","2022-10-08"
24067,131,"AW00024067","Carolyn","V","Raman","S","F","40000.00",0,"Clerical","2022-09-30"
24068,162,"AW00024068","Edwin","R","Yang","M","M","40000.00",0,"Clerical","2022-10-25"
24069,258,"AW00024069","Jessie",NULL,"Chen","M","M","40000.00",0,"Clerical","2022-07-25"
24070,224,"AW00024070","Cameron","M","Shan","S","M","20000.00",2,"Manual","2022-10-08"
24071,250,"AW00024071","Victor","N","Suarez","M","M","30000.00",1,"Skilled Manual","2022-05-21"
24072,178,"AW00024072","Randy","R","He","M","M","30000.00",1,"Skilled Manual","2022-05-30"
24073,241,"AW00024073","Grace",NULL,"Taylor","M","F","10000.00",5,"Manual","2022-09-17"
24074,162,"AW00024074","Grace","J","Alexander","S","F","10000.00",4,"Manual","2022-09-18"
24075,191,"AW00024075","Peter",NULL,"Saddow","M","F","10000.00",4,"Manual","2022-10-21"
24076,195,"AW00024076","Casey","I","Hernandez","M","M","10000.00",4,"Manual","2022-10-08"
24077,159,"AW00024077","Tony","H","Rai","M","M","20000.00",2,"Manual","2022-09-12"
24078,174,"AW00024078","Neil",NULL,"Martin","M","M","30000.00",1,"Skilled Manual","2022-04-08"
24079,242,"AW00024079","Andre","D","Raman","M","M","10000.00",3,"Manual","2022-05-21"
24080,153,"AW00024080","Billy","P","Serrano","M","M","10000.00",3,"Manual","2022-07-28"
24081,184,"AW00024081","Alexis","B","Hughes","M","F","10000.00",4,"Manual","2022-09-07"
24082,212,"AW00024082","Regina","A","Rodriguez","M","F","20000.00",2,"Manual","2022-09-03"
24083,211,"AW00024083","Max","J","Moreno","M","M","20000.00",3,"Manual","2022-02-15"
24084,208,"AW00024084","Jonathon",NULL,"Jimenez","M","M","20000.00",3,"Manual","2022-03-08"
24085,238,"AW00024085","Autumn","W","Gao","M","F","30000.00",1,"Skilled Manual","2022-03-09"
24086,147,"AW00024086","Dakota","T","Gonzales","M","M","30000.00",2,"Manual","2022-09-25"
24087,160,"AW00024087","Hannah","C","Wilson","S","F","30000.00",2,"Manual","2022-11-26"
24088,177,"AW00024088","Damien",NULL,"He","M","M","20000.00",3,"Manual","2022-05-14"
24089,215,"AW00024089","Dustin",NULL,"Yuan","M","M","40000.00",0,"Professional","2022-05-30"
24090,215,"AW00024090","Cassandra",NULL,"Perez","S","F","40000.00",0,"Professional","2022-06-05"
24091,170,"AW00024091","Dwayne","F","Munoz","M","M","40000.00",0,"Professional","2022-11-25"
24092,162,"AW00024092","Jillian",NULL,"Gonzalez","M","F","40000.00",0,"Professional","2022-11-01"
24093,267,"AW00024093","Claudia","F","He","S","F","80000.00",0,"Skilled Manual","2022-02-02"
24094,235,"AW00024094","Julio","J","Diaz","S","M","30000.00",1,"Clerical","2022-01-29"
24095,209,"AW00024095","Julie","J","Andersen","S","F","30000.00",1,"Clerical","2022-06-25"
24096,206,"AW00024096","Diana",NULL,"Vazquez","M","F","30000.00",1,"Skilled Manual","2022-05-23"
24097,140,"AW00024097","Francisco",NULL,"Fernandez","M","M","30000.00",1,"Skilled Manual","2022-12-31"
24098,127,"AW00024098","Olivia","E","Howard","S","F","30000.00",2,"Clerical","2022-10-14"
24099,117,"AW00024099","Sarah","D","Smith","M","F","30000.00",2,"Clerical","2022-09-30"
24100,247,"AW00024100","Jenny","C","He","M","F","40000.00",1,"Skilled Manual","2022-07-04"
24101,273,"AW00024101","Kaitlyn","H","Anderson","M","F","40000.00",1,"Skilled Manual","2022-07-11"
24102,149,"AW00024102","Andy","R","Torres","M","M","40000.00",1,"Skilled Manual","2022-01-25"
24103,159,"AW00024103","Billy","M","Dominguez","M","M","40000.00",1,"Skilled Manual","2022-02-17"
24104,267,"AW00024104","Robyn",NULL,"Ortega","M","F","40000.00",1,"Skilled Manual","2022-08-27"
24105,209,"AW00024105","Carolyn",NULL,"Sanchez","M","F","30000.00",3,"Clerical","2022-03-16"
24106,190,"AW00024106","Kelvin",NULL,"Shan","S","M","30000.00",3,"Clerical","2022-09-07"
24107,117,"AW00024107","Jonathan",NULL,"Jenkins","M","M","30000.00",3,"Clerical","2022-11-02"
24108,168,"AW00024108","Tonya","B","Lal","S","F","20000.00",0,"Manual","2022-04-26"
24109,203,"AW00024109","Eddie","A","Suarez","S","M","20000.00",0,"Manual","2022-04-13"
24110,221,"AW00024110","Kaylee","S","Brooks","S","F","20000.00",4,"Manual","2022-03-19"
24111,221,"AW00024111","Cameron",NULL,"Long","S","M","20000.00",0,"Manual","2022-08-15"
24112,271,"AW00024112","Mary",NULL,"Foster","M","F","40000.00",1,"Skilled Manual","2022-10-12"
24113,209,"AW00024113","Stephanie",NULL,"Green","S","F","30000.00",1,"Clerical","2022-03-15"
24114,269,"AW00024114","Kristin","C","Yuan","M","F","30000.00",1,"Clerical","2022-07-31"
24115,268,"AW00024115","Gary","R","Carlson","M","M","40000.00",1,"Skilled Manual","2022-10-08"
24116,196,"AW00024116","Pedro",NULL,"Martinez","M","M","40000.00",1,"Skilled Manual","2022-06-13"
24117,152,"AW00024117","Shannon",NULL,"Gill","M","M","30000.00",3,"Clerical","2022-09-21"
24118,217,"AW00024118","Donna",NULL,"Chande","M","F","30000.00",0,"Clerical","2023-01-25"
24119,206,"AW00024119","Emmanuel","A","Kapoor","S","M","30000.00",0,"Clerical","2022-09-12"
24120,133,"AW00024120","Kaitlyn",NULL,"Allen","S","F","30000.00",0,"Clerical","2022-03-25"
24121,173,"AW00024121","Valerie","R","Liu","S","F","30000.00",0,"Clerical","2022-10-20"
24122,210,"AW00024122","Michele","G","Blanco","S","F","20000.00",0,"Manual","2022-09-26"
24123,221,"AW00024123","Heather",NULL,"Hu","S","F","20000.00",0,"Manual","2022-07-07"
24124,222,"AW00024124","Erik","A","Vazquez","S","M","20000.00",0,"Manual","2022-12-29"
24125,204,"AW00024125","Tiffany",NULL,"Xu","S","F","20000.00",0,"Manual","2022-10-19"
24126,213,"AW00024126","Pedro",NULL,"Mehta","S","M","20000.00",0,"Manual","2022-08-18"
24127,175,"AW00024127","James","R","Washington","S","M","30000.00",0,"Clerical","2022-10-15"
24128,161,"AW00024128","Kimberly","P","Ramirez","S","F","30000.00",0,"Clerical","2022-07-24"
24129,131,"AW00024129","Jamie","A","Gutierrez","S","M","10000.00",0,"Manual","2022-07-29"
24130,151,"AW00024130","Tanya","C","Navarro","M","F","10000.00",0,"Manual","2022-06-09"
24131,225,"AW00024131","Felicia","S","Rubio","M","F","20000.00",0,"Manual","2023-01-25"
24132,276,"AW00024132","Devon","L","Tang","S","M","20000.00",0,"Manual","2022-10-15"
24133,198,"AW00024133","Carla",NULL,"Patel","S","F","20000.00",0,"Manual","2022-05-12"
24134,196,"AW00024134","Edgar",NULL,"Kapoor","S","M","20000.00",0,"Manual","2022-12-17"
24135,217,"AW00024135","Martin","D","Martinez","S","M","30000.00",0,"Clerical","2022-03-28"
24136,188,"AW00024136","Alisha","E","Hu","S","F","30000.00",0,"Clerical","2022-04-02"
24137,173,"AW00024137","Tara",NULL,"Sharma","S","F","30000.00",0,"Clerical","2022-05-30"
24138,269,"AW00024138","Kristy",NULL,"Gutierrez","M","F","40000.00",1,"Skilled Manual","2022-10-22"
24139,131,"AW00024139","Andrew","W","Williams","M","M","10000.00",0,"Manual","2022-11-09"
24140,203,"AW00024140","Alvin",NULL,"Lin","S","M","10000.00",0,"Manual","2022-04-28"
24141,199,"AW00024141","Misty","E","Nath","S","F","10000.00",1,"Manual","2022-02-09"
24142,209,"AW00024142","Christian","C","Davis","M","M","10000.00",1,"Manual","2022-10-17"
24143,127,"AW00024143","Stanley","A","Mehta","M","M","10000.00",1,"Manual","2022-12-25"
24144,254,"AW00024144","Gerald",NULL,"Sanchez","M","M","20000.00",1,"Clerical","2022-10-14"
24145,275,"AW00024145","Cheryl","J","Serrano","S","F","20000.00",1,"Clerical","2023-01-02"
24146,183,"AW00024146","Craig",NULL,"Suarez","S","M","20000.00",1,"Clerical","2022-04-27"
24147,176,"AW00024147","Kathleen",NULL,"Hernandez","M","F","20000.00",1,"Clerical","2022-12-19"
24148,142,"AW00024148","Brittney","K","Zhou","S","F","10000.00",2,"Manual","2022-04-03"
24149,223,"AW00024149","Richard",NULL,"Simmons","M","M","10000.00",2,"Manual","2022-09-14"
24150,155,"AW00024150","Jack",NULL,"Campbell","M","M","10000.00",2,"Manual","2022-10-21"
